review,trueL,preL
热屍了，要屍了要屍了,1,0
特别润唇，有股淡淡的香味，外观也好看,0,0
裤子的质量真的是非常的好，弹性很不错，大品牌就是不一样,0,0
到货快,0,0
東西很好��东,0,0
低于7级地震请不要报道小地震天天发生有什么好报道的,1,0
啊忙的忘记及时确认了不好意思，你们家东西真的超棒啊,0,0
鞋子打脚，哒响，不好，便宜货还是不能买,0,0
有一个做坏了，里面凹凸不平，有一长条，还有黑色的脏东西,0,0
比想象中要小很好，是我不懂看尺寸吧，放些小东西还是可以的，很容易安装,0,0
滚犊子，看你bb就是个傻bi,1,1
有一个暖心但zhizhang的老哥是什么感觉,1,0
她借我的写，觉得比一般铅笔✏️好写，要帮她买同款,0,0
主播推荐的，据说效果很好，但是没送东西，不过只要产品好就行,0,0
别再信美狗的话丢掉幻想准备战斗！,1,1
适合夏天穿的哦，而且尺寸也很标准,0,0
藏式镶嵌，完美,0,0
给宝贝试穿了一下，设计得很到位，质量也挺不错，下水没起毛球，衣服和图片没有色差，尺码标准和描述的一样,0,0
感觉灰尘有点大,0,0
商品质量好，已经多次购买，值得长期使用.，卖家服务热情周到，物流快捷.,0,0
奶嘴眼太大了，根本不适合新生儿，倒过来都能流成线状,0,0
电池续航太差,0,0
刷屏的煞比们,1,1
两个颜色都好看，收到后没有一点异味，对皮肤没有刺激，买的时候看到一位小姐姐评论说用侧面上妆，确实侧面比底部要好用很多，确实很省粉，上妆的时候用量一定要少，才不会出现不好推的情况，我个人比较喜欢按压，这样会比较服帖，对哦一定要用水乳液打底，有点湿湿的时候上，这个时候是服帖，最自然，我个人觉得吧，这款硅胶粉扑使用好了还是蛮好用的，省粉，环保，易清洗，嗯……,0,0
噪音太大，不太好,0,0
买两个颜色一模一样，带上模糊看不清楚，跟图片根本不一样,0,0
挺好的一款宝贝用起来很舒服音质也是刚刚那种不会过分嘈杂真的是大呢,0,0
奶奶生日，做个鱼给她吃吃，一家人吃的可高兴了，人多点也没问题，最后都吃完，下次再试试另外一种做法,0,0
非常棒的开关，质感一流，很大气，服务也是一级棒，我要非常感谢也要表扬下，~土地公~，服务非常热情，在这里买开关放心又舒心，供大家参考，也可以留言给我,0,0
黄2白，23色比较合适，持久度真的杠杠的，推荐,0,0
这是一个好评模板，因为本仙女懒，不想每个产品都写好评，所以特别模仿一个网友写下这个模板，这个产品无论是质量还是外形，一定是本仙女喜欢的，如果不喜欢的话，本仙女收到东西会很生气，然后这个模板就会变成本仙女喋喋不休的抱怨书，自然也不会撒下这个好评，写到这里给各位淘友一点使用参考：，不用在担心宝宝光着屁股到处乱爬了，而且一尿尿就马上洗了晒干，天气好的时候，四个三个就够了，来自一只懒惰的只爱购物，不爱写评语却想换积分的仙女,0,0
小编，我想睡你笃！,1,1
还没用闻着挺香的，用好了以后还买,0,0
拿到裤子了，习惯先好评,0,0
就是佩奇的脸是暗暗的颜色会有点显旧,0,0
怪不得我给你吃粑粑你都吃了,1,1
很好骑，很轻,0,0
呵呵，滚。你来迷之暗影玩不。,1,1
料子是纯棉的，穿上非常舒服，上衣有点小宽松，出汗也不会粘贴在身上,0,0
皮质不错,0,0
衣服穿起来很合身,0,0
买一包试试,0,0
大富翁很不错，让孩子从电视机手机前转移，可以和我们一起玩，益智游戏，还锻炼了动手能力，很开心，很实惠，客服介绍的比较好，比较细致,0,0
满意,0,0
傻，逼，真，可，怕。,1,1
naocan？这图是6？,1,0
怀孕以后见啥馋啥，忽然想起来以前在四川旅游吃的无花果，江西这边没有买的实在是想吃，尝试着在网上买，没想到物流挺快的嘛，口感甘甜很适合孕妇～对于无花果这种娇气的果子，两箱到手还完好无损的，让我挺惊讶的，包装很给力了～等吃完了之后再买点～,0,0
一不小心就榻麻感冒了,1,0
啊擦,0,0
很棒，很不错～,0,0
屍了全家,1,1
也就这吧，其它的能接受就费电有点快,0,0
和想象的完全不一样,0,0
实物比图片上的还漂亮，店家很细心还配了两朵备用花,0,0
要笑死人，花你妹的这么多脏款，得了个梦想奖，有创意。,1,1
【红包】我是个桫资，又点错,1,0
喷了，脚皮脱落，有点像足光散，倒是不怎么痒了，看后期情况再说,0,0
昍了,1,0
裤子穿上舒服，弹力好客服推荐的尺码也很准确，穿上很显型价钱便宜质量挺好值得购买,0,0
短裤很舒服，尺码准,0,0
收到鞋子了，看着和店里的鞋子没有区别，感觉这个价格能买到这么不错的鞋子，很值，试试再来,0,0
如果你不介意快递6天到的话，可以考虑购买质量一般吧，这个差评必须给，怕孩子回老家没有用的，结果还是没有到，又在外边买的这个东西都生气,0,0
衣服面料很好，准备再买一件,0,0
(没有红包的)瞎逼逼唱歌,1,1
♛狼大叔↗这次不满意呢？这听着就诗人了还要咋样啊,1,1
尼妈币让狗ri了？早上吃shi了？,1,1
尺码合适，穿着舒服又显瘦，还百搭很不错,0,0
加急的，第二天就到了，很好啊,0,0
员工裤子挺好的,0,0
内裤收到了，面料摸起来手感很好很柔软，服务周到热情,0,0
废话，我是女的我不娘不正常，煞比,1,1
给满分作鼓励吧,0,0
和朋友拼单的，那个实际我使用的是紫色的，如果用了bb并且正常定妆（非控油的产品），提亮效果大概能维持6_7h，对黑黄皮很友好了，在夏天，且非常爱出油的皮肤情况下，这种效果算是很不错的了，毕竟眼下遮瑕定了妆，都维持能持续一整天,0,0
送人合适,0,0
希望他喜欢，做了一个下午和上午,0,0
整个一大煞比啊,1,1
伞够大，就是买的底座不是很稳，好评吧,0,0
音箱第一天拿到严重亏电，然后充电也充不进去，一直要插上电源才能开机使用，联系卖家后自己贴上十几块钱的邮费寄回售后，卖家几天后又快递来一个机子，然后还是一样的问题，充不了电，换了几个充电头都一样，算了几十块钱的东西懒得折腾了,0,0
秋衣一样，别上当,0,0
假鞋秀你蚂币,1,1
很好的臂包,0,0
这个大小正好是我想要的呢，背去上班完全ok，可以放挺多东西的，隔层也挺多，背起来拍了两张看看，感觉还蛮优雅大方的，嘻嘻，同事也夸好看～,0,0
秒到方便快捷,0,0
不过现在热还不能穿，质量不错��,0,0
可以当礼服，漂亮,0,0
便宜，发货速度可以的，应该够十五个字,0,0
快递公司太坑人了，农村要进城自提，耒回一趟七十多里，快递发货不全发，提货到家发现货不全，在与商家联系后快递公司又耒电话通知提货，只得第二天再跑一趟，这个安能快递公司服务太差太坑人啊,0,0
啥狗jj话题？欢迎进来抽奖，亏死你…,1,1
料子不是纯棉的晕菜菜，洗过之后再追评,0,0
用的是毛笔，写的是汉字，不承认是中国人，都是些什么人啊！,1,1
不好意思没弄好就评价，买家及时与我沟通,0,0
框子特别好，看着高级，关键是卖家服务特别好，因为本人原因把挂钩弄坏了，卖家免费寄过来两个备用，现在拼图已经框好了，看图吧，质量超棒,0,0
都是大丧逼，,1,1
板态度特别好，十分耐心，2.这个价格能买到真的很惊喜，已经推荐给朋友了，3.质量很好啊，朋友看到都问哪里买的，顺便表扬一下快递特别快，4.迟了几天才来评价，东西做工材质都很好，连包装都很高档，5.价格实惠，卖家很有意思，隔天就收到了，好的话还会再来,0,0
蜡扱你蚂币,1,1
比我想象中大一点点，很精致，蝴蝶结如果可以绑得更好就完美了,0,0
个人感觉不怎么好，没之前在化妆品店买的好，这个颗粒好小，不喜欢,0,0
质量也很帮，建议大家购买哦,0,0
跟脚很差，穿大一点的鞋子，一下就掉了,0,0
在你眼里，中国没有好的东西，都是负面的，自己不行不要总怨国家,1,1
宣传册收到了，内容简单明了，哈,0,0
很长，质量超薄的，一分价钱货比街上卖的贵了点也没见东西好点，简直无语问店家也没理，不喜欢差评，这简直是让我无语了,0,0
看到这naocan这样穿，老子瞬间不想买了,1,0
曹泥马。,1,1
袋子很厚实，印花什么的很清楚，无异味，卖家物流也超快,0,0
看等穿了后的质量吧,0,0
不错的，很多，划算,0,0
送来这样怎么吃？扯淡？不能送别送，曹，,1,1
背心质量不错,0,0
差评！饭菜里竟然有虫子，恶心屍了！！！！,1,1
因为我的不安和焦虑于是把精力以及钱都投进了魔法油和蜡烛里，图片中这么多魔法油至少在一个程度里给了我一些心里安慰，晒出这些并不是让看到评论的买家去下单还是种草如何，只是希望大家看到我的时候可以一部分自己，理智以及向内探索，卖家一直主张，用好一个油才是真的，而不是你买一堆回家供着，对于想要的三心二意，或者贪婪，有时候一个油和许愿机会可以让你更加明确自己的需求，你真正的渴望，就魔法油来讲，味道上我最爱the，moon，功效上心灵滋养那个还不错,0,0
很可爱额,0,0
有病，我伪啥伪啊？粉记第一软，不就是我吗？,1,1
纱网密度正好,0,0
底下不能吹满气,0,0
还有密码，强烈推荐购买而且物流很快，箱子质量很好，卖家服务很好哦，以后需要还来你家买哦，很好o(∩_∩)o哈哈~价格实在，很不错的卖家哦很好o(∩_∩)o哈哈~,0,0
介个是真滴好好吃,0,0
就是有一点味道,0,0
阿，joe，and好好过日子,0,1
东西很差，而且掉色，��感觉像捡来的东西，买这个东西就是浪费表情��可以给小猫小狗戴，一颗星都不想给，但是最少得选一颗才能评价,0,0
东西是挺便宜的，不过多涂两层指甲疼,0,0
刚收到货就拆了几袋，真心是啊好吃，可能不对我的胃口吧，想退款但是已经确认收货了，自己还要负责运费，本来就20块钱的东西也就算了，反正以后不会再买了,0,0
易推，但是效果极其不明显，看不出来什么,0,0
蛮好的呀，鞋子穿起来很舒服，但是它是格子布的，应该很难打理，晴天穿，雨天不行，虽然不贵，也不能浪费，快递还是蛮快的，很好,0,0
挺小一只,0,0
键母狗叫你别偷老子的东西是不是听不懂啊?键母狗是不是说的就是你啊，迪丽热巴死妈，再造谣老子迪丽热巴灵车漂移,1,1
蜡扱，差，东西差，建议别买，坑自己,0,0
收到用过一次，头皮发痒，……而且起头屑了，之前用的不这样,0,0
真叽杷丑,1,1
༺ཉི།倾心།ཉྀ༻一看你脑子就不好,1,1
第一次尺寸小了，又重新买一个,0,0
贵阳盒马菂体验极差，不装app就不能用支付宝，不刷卡，付现金去拿另一边排队。太恶心，不改最终必然倒掉。,1,1
你这个无脑吹牛B的煞比。去你吗了逼的吧。你就这么活一辈子吧，到哪都吹，到哪都被人骂！你这种人永远被人唾骂，你吗嫌弃你不要你。你ba天天抽你大嘴巴！朋友没一个。还活着干什么！,1,1
裙子面料特别软，宽松的款式，这种超高温天气穿起来真的很舒服凉快，喜欢这个花色,0,0
别吹的过分了！显得太不要脸了。,1,1
谢谢～,0,0
周到，态度棒棒哒，会介绍给身边的同事朋友，以后有需要还会继续光顾的,0,0
感觉没有图片好看呢，一般的价钱，一般般的质量，懒得上图了，好评吧,0,0
材质和做工都非常好,0,0
刚刚好，合适,0,0
千万别买这家东西，微信就是个煞比，骗子。以前真心不错，微信换了个傻X，千万别买了,1,1
这人该杀！,1,1
马桶不错，冲水时的声音不是很大,0,0
宝贝很精致，全金属制作，漂亮上档次，香味剂也好闻，坐进车里感觉很好,0,0
667，2242，我是，在，这个薇-信，上，领，卷，买的，居然只用了，半，价，就买到了，真是划算啊，小毛巾看着不错，还没有过水，感觉看着质量还是可以的，一共五条，特意选择了浅色的，感觉颜色越浅的可能会越环保，图案也很可爱，软软的，略有小线头，闻了闻没有什么奇怪的味道，有小商标，写的百分之百绵，小商标使用的时候建议剪掉,0,0
买了几次了，大品牌，相信品牌店家，以后还会回购的，衷心感谢此次服务的所有人，你们辛苦了,0,0
直播啮尸米,1,1
直接喝水，对我有反应，喝完就想去厕所，哈，我喜欢，但愿对我一直有用，我会放点玫瑰花，一起喝，有点味道，我很喜欢哟，配个我喜欢的床的图图,0,0
虽然杀人不应该，女的也有责任，不喜欢就拒绝，让你虚荣收礼，把人家当备胎，其他爱慕虚荣的女生引以为戒,1,1
衣服上身显瘦,0,0
那么便宜的价格，质量比想象的好，很柔软,0,0
再有，难道这个卖家脑子里进尸米了，有生意不做，跟你耗着玩吗，这得是多有病的脑子呀！！,1,1
一个多小时全冷了笑笑就好，打开香芋球，一根很长的头发，你们做食品的眼瞎吗，,1,0
比实体店得便宜多啦，好用下次再来,0,0
质量太差了，盖子老是掉，88元买了11个给我发了一个，有补发了10,0,0
尺寸适合，皮质优良～好车好钥匙～,0,0
小抽风日常（想撩你就上，怼死你我不负责）,1,1
不建议大家买这家店的东西，买一箱12瓶，等了10多天收到的却是5瓶严重变形的，严重变形的客户还说没事可以喝，前几天不是有人可乐摔了下打开结果手指被炸断了吗，真不知道这样的客服还不为客人着想说没事，有事你负责，劳资还要跑吉林找你们，大家别买这家黑心店了，出事就这破态度,0,0
非常的可爱，外观漂亮手感也很好，有点肌肤的感觉，很好摸，我喜欢这种，也不会显得俗气，还是这种壳好用，透气效果很好，安装非常方便，很美观实用哦..非常满意的一次购物,0,0
就一个破纸盒子，包装电视,0,0
每本书各有其功能，就是客服理解能力是我见过数一数二最差的，沟通起来很费劲,0,0
傻____8浣穵儿，你Daddy当初先把你撸到墙上又塞进你Mom的B碧里的吧，我说你怎么不长brain呢，连这都看不懂又搁这儿装BB来了？要不叫你阿妈来这儿我帮你家改良改良后代基因，不然影响人类智力进化啊,1,1
王八才能活千年,1,1
老子还纳闷呢！中国哪来那么多崇洋媚外的键仁，整天装B!,1,1
爱玩游戏的男孩或是女孩，也许你是一个住校的同学，也许你是一个工作繁忙的白领……相信无论你属于哪个行列，你一定都希望窝在床铺上就能完成自己想要做的事情，床上小书桌，给你一个偷懒的理由，你只需要一次性把书桌和你的物品搬到床铺上，那么就没再有没有什么力量能把你和你暖和的床铺分开啦,0,1
特别容易安装，客服手把手教，水流大，大品牌值得信赖,0,0
没办法，手表不戴在手上都能测心跳，高科技，手表后面灯的塑料片是双面胶贴的，我都搞掉了，现在汗什么的都能进去，手表塑料容易刮花，只能将就着用，客服很敷衍,0,0
那些年，你遇到过的渣男,1,1
去日塌妈去,1,1
不怎么漂白的感觉，淘宝几年才知道原来评论85个字才会有积分，所以从今天到以后，这段话走到哪里就会复制，首先要保证质量啊，东西不赖啊，不然就用别的话来评论了，不知道这样子够不够85字，谢谢老板的认真检查，我不是刷评论的，我是觉得东西好我才买的，你会发现我每一家都是这么写的，因为复制一下就好了,0,0
东东好,0,0
轮子收到了，自己买了一个，用的不错，钓友看了说质量不错，价格还不贵，叫我带买一个,0,0
差评，坏的，不要上当,0,0
你塌妈煞比，老子3月刚买的苹果6s三星s7出来马上买，老子果断吧把6s扔进蜡扱桶，哥笑了，你佗妈还用，真给哥丢脸，苹果已成街机了煞比。,1,1
穿着又舒服,0,0
在4店查的137，卖家店标的是140然后还加了30要170才卖，真是坑，差差评,0,0
贴得不是很稳，容量也不大,0,0
傻X你裤子呢,1,1
高冷惹你了不服来打我吖,1,1
你个篮zi也不照照镜子看看你自己那个比样你ma也是让狗给r了才ta妈捣齿出你这么个b玩楞可扱把b次了把你那烂b闭上得了各应人呢/:^O^,1,1
戆B你全家！,1,1
丢丢丢疯子妈卖批的，死喷子。！,1,1
狗咬人人能怎么滴，蠢逼一个，怎么低智商的问题还问别人,1,1
就是快递太让人失望了,0,0
<b>性价比高经济实惠值，穿上是正正好好，首先先谢谢客服帮忙推荐的号码，衣服颜色很正，真正物美价廉，他穿上非常满意，老公喜欢就好，问客服了可以退换的，实物的颜色一样的,0,0
好而不贵，真的实惠,0,0
盗版还想加分，做梦吧,0,0
这个520幸运红绳，吊坠的地方居然是1314的，很有创意，好喜欢,0,0
我也是，坑爹曹佗妈,1,1
水乳都香香的，洗面奶洗的也很干净,0,0
拍了条星星的内裤颜色跟掉了色一样，做工很蜡扱，我都不想说什么了，无语了,0,0
箱子收到了，颜色非常的好看，有防撞角的设计，比实体店便宜多了，也非常的耐用,0,0
顺丰物流无语的快，有了安太医印度神油，爱爱玩起来情趣多多的，和女友来了一次野外的车震，做的好激情了，非常的舒服，快一个小时在射的，好喜欢,0,0
我以为是小象牙芒~~啊撒收拾事实上阿萨萨瓦,0,0
马上让老公试了试，不错哦��，最主要的是便宜��，两条换着穿刚刚好,0,0
手机膜很好用，物美价廉好，店家送的手机壳也很好，这个价格买到这样的产品真是赚到了,0,0
灯箱非常好,0,0
质量超蜡扱，购买三个月，使用次数不超过十次，只是看别人的好玩，自己才买一个，发来的时候电池就有点问题，也没太在意，放置一段时间后，彻底完蛋，只能连接充电线，充电电池就是个装饰，联系卖家说是过了保质期，要自己付费才能换，我来回的运费都比这东西要贵了，还不常用，真恶心,0,0
衣服很柔软，穿上挺舒服，洗了也不掉色,0,0
之前在他们店里买过几次觉得挺大好吃的，但是这次完全令我失望，不会再上当了，说来说去都是我们的问题,0,0
口子大了，鱼会跑掉，搞了一晚上，什么都没有,0,0
听歌睡觉啦~记得跟可爱的小zhizhang说晚安哟~(๑°⌓°๑)本zhizhang高冷?(๑°⌓°๑)不说话?(๑°⌓°๑)聊天打字...,1,1
印刷质量非常好，每页都有飞天的暗花,0,0
一根亮不亮，倒血霉了,0,0
淘宝十多年，从来没遇到这种事，货没发就显示交易成功，问客服也没人理，退货也没人理,0,0
暂时还发现有什么问题,0,0
偏紫色调，很显色，买了两个颜色搭配起来超美,0,0
草你大爷叫劳资帮差评删除掉，说补偿我怎么没有补偿,1,1
特意用过来追评，是看到室友用了有效果才买的，分享给有需要的朋友了，已经在来买的路上了哈哈,0,0
正品，谢谢卖家帮我调到货,0,0
一直用妙洁，大品牌让人放心,0,0
不够轻薄，很硬，有点扎肉，不好,0,0
看了很多地方，最终决定在这里停下了买这个宝贝，本来还担心自己笨贴不好，可是都是多虑的啦，宝贝简单容易贴而且贴的很牢固哦不会说就轻易掉的那种，下水什么的都是没有问题的，总之好看便宜又好用物超所值,0,0
一下子买了两套，这是那种亚麻的面料，薄薄的，但是很软，真的是日式风情,0,0
安装太麻烦，不会安装,0,0
什么虫昔鸡衣服，已经丢到虫昔鸡桶了，不要打电话来，不会改评价的，本来以为贵点会好点的，结果失望,0,0
我榻麻受不了了，这新版荔枝什么鬼,1,1
转接器好用，切歌线控，语音都正常，产品包装很正规，送的数据线也挺好用的，刚好我数据线坏了，刚使用2天，没发现有问题，功能质量都正常，先好评，全5分,0,0
『红包』我要睡了你个受……,1,1
☺��纹身贴很好，他也很好，可能就只是我很差吧,0,0
第一次买手排,0,0
气屍了，挂播,1,0
世界顶级一线奢侈品，白菜价，xy548653淘宝几年才知道原来评论85个字才会有积分，所以从今天到以后，这段话走到哪里就会复制，首先要保证质量啊，东西不赖啊，不然就用别的话来评论了，不知道这样子够不够85字，谢谢老板的认真检查，我不是刷评论的，我是觉得东西好我才买的，你会发现我每一家都是这么写的，因为复制一下就好了,0,0
开怼,1,1
还没装，应该可以的,0,0
用过后来评论，还把我重要的东西整没了，很无奈,0,0
装不进去，用力点就坏了,0,0
我很喜欢购物，但是真的买的太多了要休息了，天猫,0,0
很好满意，卖家发货也快,0,0
洗澡后，摸着很硬,0,0
有保障，坐着舒服，结实的很,0,0
快点退我运费，死你全家，不退运费，我跟你没完,1,1
就是忘记拍照了,0,0
客服服务态度好好，这款是朋友推荐的，朋友说挺好的，所以来种草,0,0
祝卖家生意兴隆哦,0,0
对高160一下，很大,0,0
这就是个砸中,1,1
傻。逼？,1,1
[cp]为了蹭淘气值[笑cry]—当大家看到我的这一篇评价时，表示我对产品是认可的，尽管我此刻的评论是复制黏贴的，这一方面是为了肯定商家的服务，另一方面是为了节省自己的时间，因为差评我会直接说为什么的，所以大家就当作是产品质量合格的意思来看就行了，最后祝店家越做越好，大家幸福平安，中华民族繁荣昌盛，​，[/cp],0,0
很担心和图片不一样，收到货打开一看，还没有试穿就知道版型很好，面料也很有坠性，颜色图案都和图片一样，而且同款卖家，这家价格优惠些，反正特别喜欢，持续关注,0,0
衮陀码的爱情！,1,0
真心不错哟，反正我挺喜欢我身边的朋友都选定悦悦家呐,0,0
客服服务也很耐心,0,0
劳资只想说尼妈z1系统啥时候更新。,1,1
穿上很好看哦,0,0
老嫩参半，嫩的挺好吃，老的煮汤吃吧,0,0
南砡是个沙资吧（n红包我没有）,1,1
狐狸狗,1,1
老板包装的很好，没有一点磕碰，放在客厅气质就变了，整体的做工也很精细,0,0
青皮不好去，放了几天了还是去不掉,0,0
衣服袖子短了,0,0
没有穿,0,0
穷疯了吧,1,1
曹泥马你全家有病等钱吃药吧曹,1,1
漂亮的大饼，可以的←_←,0,0
码字买小了，标签也剪了，可惜了,0,0
收到货量一了下，不准,0,0
也不算太透，刺绣也很可爱,0,0
别怂啊组织武装抵抗啊真他娘没种,1,1
－－；别马后炮，我出来，，马后炮的，几句话死几个全家啊，佗妈b群二比喜欢找死啊？,1,1
现在的老人多辛苦，把儿女抚养成人还要照顾孙子，反过来还得不到理解和关心，你这种白眼狼就没有想过等你老了时，以后你的儿子这样对你，你会有什么感受,1,1
很好推荐购买,0,0
穿上身很舒服,0,0
我日，搞基都上淘宝了,1,1
你可真虫昔鸡啊！我一开始还担心那，结果卖家找出你聊天记录，你个敲诈犯。警察怎么不抓你，有种你多敲诈啊，几块钱算你笃币，多敲诈就可以报警了,1,1
裤子到了质量很好，很值这个价钱,0,0
收到了马上就用，很是满意啊,0,0
有优惠券买的，还是比较划算的，就是还有十来天就到期了，得尽快吃完，味道还是不错的,0,0
就是没有别人家的耐用，别人一千米用半月，这家只能用12天,0,0
他有病吧,1,1
这就是反复无常的小人,1,0
煞比骑手……服务好，就是丑了……，,1,1
穿着还算舒服,0,0
挂上漂亮,0,0
只是狗狗那委屈的样子，好像生无可恋了,0,1
关键他家的客服服务炒鸡好，我很少评价的，这次必须给个����,0,0
蜂胶这个面膜是假的，我之前有用过，打开是浓浓的蜂蜜香味，而且是粘粘的，想蜂蜜一样，但她的这个就没闻到蜂蜜味，全是化妆水的味道，这也太假了吧,0,0
这个扫码挺快的,0,0
啦,0,0
刚开始有点味道，后来散散就好了,0,0
尝试了多种润肠通便的，还是觉得这个好，一直在回购,0,0
你就是猪,1,1
自己制作很有意思,0,0
美美的,0,0
还没异味,0,0
到时候在来评价,0,0
不好，一个泳圈漏气，一个不漏气，打气还费劲,0,0
刚开始不开花，咨询了客服，离玻璃远一点，就每天开出花了，明年继续在你家买,0,0
就是联系客服没人理会,0,0
哎我。你把微信告诉我呗，我看看你长什么bi样！能不能不吹！caonima！你哪比我强？？你被男人干的多？,1,1
过塑的，舍不得拆了，宝宝一定会喜欢的，等使用后再来追评,0,0
一群傻_老子去鉴定过了,1,1
没有束缚感,0,0
抅日德外国种,1,1
死在马路上告公路局，死在地面上告土地局，死在医院告,1,1
贴上去效果很不错,0,0
舒适,0,0
擦手臂大腿上有擦出角质,0,0
与事实符合,0,0
淘宝几年才知道原来评论85个字才会有积分，所以从今天到以后，这段话走到哪里就会复制，首先要保证质量啊，东西不赖啊，不然就用别的话来评论了，不知道这样够不够85字，谢谢老板的认真检查，我不是刷评论的，我是觉得东西好我才买的，你会发现我每一家都是这么写的，因为复制一下就好了,0,0
超，看，每个看到这双鞋的小伙伴都说好看嘻开心,0,0
曹泥马的傻。逼？效仿尼妈你个煞。笔曰你。妈索尼哪一代旗舰没有小屏。你是zhizhang吧？,1,1
期望越大失,0,0
非常漂亮的一款手表，走字声音很小一点都不吵,0,0
宝贝到了，中午就用了，饭蒸起来真香，炒作很简单，而且宝贝外观也很好看,0,0
非常百搭的，喜欢这种款式，穿着很舒服不累脚,0,0
这就是报应，丶个个让台独份子三次上台，悲哀,1,1
呵呵，煞比，一个月烂了？,1,1
减肥运动必备嘿嘿，衣服摸着布料不错还速干，好评赞,0,0
款了，懒得退,0,0
比实体店便宜多了，值得,0,0
带着一个字丑,0,0
物品非常完美，本来以为要等好多天才能收到，谁知道今天就接到快递公司的电话了，太给力了，车仆怎么样，质量如何，个人非常喜欢这个牌子，车仆在品牌排行版中属于前十名，档次非常不错，过几天用过了再来追加评论,0,0
滚海上世界阿哥大v徐蒸汽机接娃v的解答哦深v额好打击很大个忘记谁勾搭等哈问哈vd是有人告诉哥哥打广告大姑姑我呀哇嘎嘎哈我嘎哈说郭莎莎手机是撒很多事鬼故事三个给是噶v说代课不饿不哈我和干撒会狗合计是呵呵不回个电话大蝴蝶回答人刚额带个好格格巫就是钵钵鸡付钱啊我是真心的染发拆塔个gv有还拿不借记卡立法法金卡打杂狗血剧关系就放假富贵竹个在哪发卡机沙发度流苏他看一下哈密瓜客服好辛苦想法飞机复杂差不卡v就干洗机转发到咋放弃啊咱仨我饿的尴尬方法干开发是吃v超喜欢看得出干哈擦擦会计法打撒也一容易都一样电饭锅地方的好几还发个发真嘎忽然一发攻击机估计古法人胆大下个想他“该喝喝和集五福第五季呃呃几个对呀你那小贵妃,0,0
裤子的质量超好，上次买了一条深色的，这次再买一条浅色的,0,0
买来送妈妈，出去玩拍照很合适,0,0
正宗家乡的味道,0,0
衣服质量超好的,0,0
店长是煞比吗？哈哈哈,1,1
穿上身很漂亮,0,0
标题什么的都去肆吧?,1,0
可是发货太慢，一条裤子拖延太久最后只能去专卖店原价买了，很郁闷,0,0
讲良心话，质量优越，比市面上销售的便宜了好几百块钱，质量却更好，快递也非常理想，收到打开没有一点的磕碰，很满意很开心，使用一段时间才评价哦，并且能使用军工产品，内心小鸡冻了,0,0
月饼太软了，不好吃，再做干一点更好吃，去年也是在这家买的，没有去年的好吃，现在收到的很差,0,0
买了两只惨叫鸡，和一只猪，收到货时发现少发一只惨叫鸡，联系了客服，客服问清原因后很快给我补发了一只过来，这速度，这服务，杠杠滴，话说回来，狗狗很喜欢店家的玩具，一买回来就玩个没完，很是兴奋，逗的我们一家笑个不停，呵，下次还会到你家来的哦，五星好评没话说，亲们，我可不是托哦，东西好店家也没必要找托,0,0
凑泥马德(ノ=Д=)ノ┻━┻,1,1
充电宝小巧可爱，随身携带方便，手机可以充好多次数,0,0
瞅瞅你这煞Bi样吧一条野狗在发疯,1,1
东东还可以，就是物流慢了点,0,0
不好，一看就不像一两个月的新土豆，卖家还说在院里晒的，我也是农村长大的还是有常识的,0,0
假酒，只能这么说，想试红酒就要用小苏打,0,0
回眸≯曹泥马，狗篮子,1,1
坐垫做工很好，么么哒,0,0
宝贝和期待中的一样很喜欢，打算下次再次购买呢,0,0
丢丢丢疯子你才是zhizhang,1,1
果然自己换屏是需要超高动手能力的，换屏的时候内屏弄坏了,0,0
��Grayworld不要脸,1,1
卧草你死妈,1,1
功能正常,0,0
据说淘宝好评可以提高级别，所以以后的评价，我都会复制粘贴这段话，哈，漂亮，值得后卖，厉害了，字数够了不，为了升级别也是心累啊，好了，可以了，点赞,0,0
每个都好可爱，这个价格超值,0,0
很好的干果,0,0
宝贝很好,0,0
虫昔鸡东西还拿出来显摆。草立马。,1,1
一点都不静音吵的要死，比之前的破轮子有过之而无不及，晚上觉都睡不了,0,1
糙你吗客服有个表子加我微信准备骂我了，结果倒让我给骂了，哈哈哈煞比哟,1,1
特意挑了一个贵的，说好有黑色挂绳的才买的，结果寄过来没有，超级失望,0,0
佗妈d都有毒吧！,1,1
一个有病的直播间,1,1
海报有的地方烫的不平整,0,0
照片拍的有点模糊,0,0
买给老婆的，只要她喜欢，就值了~,0,0
很惊喜的质量，手感非常舒服，做工精细负责任，穿着舒服舒适，可以放心选购，和卖家态度的一样,0,0
宝宝有了这个宝贝不怕小肚肚着凉了，我也不用担心宝宝踢被子了,0,0
上面买的海苔写了追评，所以，萝卜也要来一个追评，一般吧,0,0
看着还行吧，手痒，在网上看着好看就先买了，不过还好没让我失望，做工好，试穿也舒服，先好评了,0,0
质量看着很不错，女票用着感觉也很好，这个价钱很惊喜啊,0,0
价格挺优惠的,0,0
样式还行，就是面料有味道,0,0
鞋子版式窄，41的穿着夹脚,0,0
你这太不要脸了,1,1
